"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59"
"S7A","S7A",31.80,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,,,140.00,140.00,0.00,0.00,145.00,0.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,0.00,0.00,40.00,0.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,10.00,20.00,0.00,,,,0.00,,,,,,55.00,10.00,25.00,20.00,0.00,0.00,90.00,85.00
"S7B","S7B",42.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,2.40,34400.00,38400.00,525.00,485.00,40.00,0.00,525.00,45.00,45.00,440.00,35.00,0.00,0.00,25.00,0.00,215.00,205.00,10.00,0.00,215.00,0.00,215.00,215.00,10.00,80.00,35.00,40.00,0.00,15.00,20.00,10.00,215.00,180.00,35.00,0.00,,,,,,235.00,15.00,120.00,75.00,20.00,0.00,235.00,265.00
"S7C","S7C",36.40,390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.90,56400.00,67000.00,1180.00,1045.00,135.00,0.00,1180.00,150.00,120.00,905.00,130.00,85.00,35.00,0.00,0.00,405.00,405.00,0.00,0.00,405.00,0.00,405.00,405.00,15.00,70.00,20.00,30.00,0.00,70.00,110.00,85.00,405.00,365.00,40.00,0.00,,,,,,475.00,50.00,160.00,215.00,25.00,20.00,590.00,545.00
"S7H","S7H",38.00,7785.00,760.00,805.00,1180.00,5365.00,165.00,5.00,110.00,2.30,35200.00,38400.00,36245.00,27085.00,7860.00,1300.00,36245.00,9475.00,4820.00,21950.00,7095.00,5015.00,985.00,1075.00,20.00,16155.00,9695.00,6465.00,0.00,16155.00,3740.00,12420.00,16155.00,3360.00,7780.00,1835.00,1185.00,550.00,430.00,490.00,525.00,16055.00,12445.00,3610.00,6465.00,5.50,35.00,20.50,1070.00,1169.00,14735.00,6340.00,6515.00,1185.00,285.00,410.00,18225.00,18600.00
"S7J","S7J",42.80,8090.00,595.00,355.00,580.00,2695.00,505.00,5.00,0.00,2.30,38800.00,43600.00,29940.00,25560.00,4080.00,305.00,29945.00,4600.00,4350.00,20985.00,3520.00,2445.00,550.00,515.00,15.00,12795.00,9135.00,3660.00,0.00,12795.00,2110.00,10685.00,12795.00,3050.00,4480.00,3190.00,1210.00,255.00,275.00,220.00,115.00,12760.00,10315.00,2445.00,3655.00,14.00,39.50,25.90,1130.00,1202.00,11585.00,4845.00,5505.00,825.00,105.00,305.00,14565.00,16270.00
"S7K","S7K",41.20,9035.00,680.00,505.00,435.00,3435.00,2945.00,10.00,65.00,2.20,39200.00,44000.00,37830.00,32425.00,4810.00,595.00,37830.00,5625.00,4600.00,27610.00,4000.00,2850.00,680.00,465.00,10.00,17130.00,10520.00,6470.00,145.00,17130.00,3370.00,13760.00,17130.00,2375.00,6515.00,4990.00,1350.00,355.00,460.00,525.00,555.00,16670.00,12950.00,3720.00,6450.00,14.90,37.40,22.90,1100.00,1148.00,15625.00,6590.00,6805.00,1445.00,355.00,430.00,19555.00,19520.00
"S7L","S7L",37.20,11045.00,535.00,465.00,1205.00,2160.00,20.00,5.00,5.00,2.60,34400.00,37600.00,41075.00,31260.00,9405.00,415.00,41080.00,9965.00,5195.00,25920.00,8825.00,6385.00,1430.00,1010.00,0.00,15510.00,10810.00,4705.00,0.00,15510.00,1070.00,14440.00,15510.00,3575.00,6610.00,1770.00,985.00,315.00,485.00,605.00,1175.00,15455.00,12350.00,3100.00,4705.00,21.50,35.40,28.10,1060.00,1138.00,17655.00,6480.00,9155.00,1285.00,295.00,445.00,20400.00,20725.00
"S7M","S7M",36.80,6440.00,565.00,345.00,830.00,4555.00,245.00,15.00,25.00,2.40,32000.00,34800.00,30720.00,24430.00,5840.00,445.00,30720.00,6440.00,3815.00,20470.00,5350.00,2945.00,895.00,1495.00,20.00,12910.00,6825.00,6085.00,0.00,12910.00,1965.00,10945.00,12910.00,2900.00,4700.00,1875.00,740.00,400.00,515.00,1005.00,770.00,12840.00,9595.00,3250.00,6085.00,17.80,37.30,29.40,1070.00,1113.00,12550.00,4755.00,6210.00,1040.00,220.00,330.00,15785.00,16085.00
"S7N","S7N",35.20,5515.00,535.00,925.00,725.00,2820.00,630.00,5.00,225.00,2.30,37600.00,41600.00,26745.00,21645.00,4470.00,630.00,26745.00,5270.00,3465.00,18015.00,4070.00,2685.00,580.00,795.00,15.00,11425.00,6985.00,4440.00,0.00,11425.00,2545.00,8880.00,11425.00,1855.00,2815.00,2505.00,2035.00,1340.00,310.00,325.00,240.00,11335.00,8715.00,2620.00,4440.00,8.10,38.80,18.70,1200.00,1227.00,10980.00,4315.00,5450.00,730.00,170.00,315.00,13515.00,13870.00
"S7P","S7P",44.80,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.90,,,145.00,135.00,10.00,0.00,145.00,10.00,10.00,125.00,10.00,10.00,0.00,0.00,0.00,55.00,50.00,0.00,0.00,55.00,0.00,55.00,55.00,0.00,0.00,0.00,25.00,10.00,10.00,10.00,0.00,,,,0.00,,,,,,40.00,10.00,20.00,10.00,0.00,0.00,90.00,85.00
"S7R","S7R",32.00,1860.00,45.00,515.00,235.00,165.00,0.00,0.00,0.00,3.20,41600.00,46400.00,8790.00,5765.00,2950.00,75.00,8790.00,3065.00,1335.00,4390.00,2905.00,2105.00,565.00,225.00,10.00,2830.00,2360.00,470.00,0.00,2830.00,810.00,2015.00,2830.00,15.00,30.00,0.00,15.00,60.00,835.00,1635.00,230.00,2815.00,2285.00,535.00,470.00,7.40,25.80,14.10,1300.00,1400.00,4205.00,1390.00,2310.00,295.00,80.00,135.00,4480.00,4505.00
"S7S","S7S",42.00,1315.00,0.00,250.00,5.00,660.00,0.00,0.00,0.00,2.60,43200.00,48800.00,5835.00,4880.00,860.00,100.00,5840.00,1000.00,720.00,4120.00,785.00,515.00,115.00,150.00,0.00,2235.00,1800.00,430.00,0.00,2235.00,810.00,1420.00,2235.00,0.00,15.00,235.00,975.00,510.00,260.00,175.00,55.00,2230.00,1860.00,365.00,430.00,0.00,29.10,14.60,1320.00,1320.00,2640.00,1055.00,1355.00,105.00,60.00,70.00,2835.00,2890.00
"S7T","S7T",34.40,3240.00,120.00,1120.00,240.00,1550.00,175.00,0.00,0.00,2.60,43600.00,49200.00,17090.00,12170.00,4205.00,710.00,17085.00,5010.00,2390.00,9685.00,4005.00,3060.00,635.00,305.00,0.00,6455.00,4515.00,1945.00,0.00,6455.00,2510.00,3950.00,6455.00,40.00,195.00,150.00,165.00,125.00,1640.00,2570.00,1575.00,6410.00,4860.00,1545.00,1945.00,2.60,44.00,15.60,1480.00,1580.00,7150.00,2720.00,3615.00,560.00,100.00,155.00,8405.00,9065.00
"S7V","S7V",34.00,3455.00,160.00,1180.00,415.00,910.00,0.00,0.00,0.00,2.70,44800.00,51200.00,16520.00,11695.00,4605.00,210.00,16515.00,4895.00,2590.00,9030.00,4435.00,3200.00,695.00,525.00,15.00,6135.00,4905.00,1235.00,0.00,6135.00,2280.00,3855.00,6135.00,65.00,20.00,100.00,555.00,1150.00,785.00,1400.00,2055.00,6110.00,4820.00,1295.00,1230.00,4.50,36.00,13.80,1450.00,1432.00,6855.00,2050.00,3945.00,570.00,85.00,210.00,8060.00,8515.00
"S7W","S7W",31.80,3570.00,5.00,990.00,690.00,1350.00,35.00,0.00,0.00,2.90,44000.00,50000.00,18895.00,13560.00,4780.00,560.00,18900.00,5475.00,2490.00,10930.00,4680.00,3480.00,850.00,350.00,0.00,6595.00,4795.00,1795.00,0.00,6595.00,2110.00,4485.00,6595.00,20.00,10.00,10.00,35.00,270.00,1430.00,2810.00,2015.00,6565.00,5075.00,1490.00,1800.00,3.30,34.70,12.00,1480.00,1482.00,8140.00,2095.00,5065.00,555.00,160.00,260.00,9475.00,9730.00
"S9A","S9A",38.80,4270.00,190.00,235.00,100.00,1025.00,150.00,35.00,70.00,2.40,35200.00,38400.00,14515.00,12305.00,1970.00,240.00,14510.00,2255.00,1620.00,10635.00,1825.00,1535.00,230.00,60.00,0.00,6080.00,3985.00,2100.00,0.00,6080.00,470.00,5610.00,6080.00,1550.00,2745.00,915.00,215.00,90.00,225.00,230.00,110.00,5935.00,4925.00,1005.00,2095.00,24.10,31.30,17.70,900.00,949.00,6130.00,4425.00,1095.00,310.00,135.00,165.00,7090.00,7840.00
"S9H","S9H",42.40,5310.00,395.00,365.00,165.00,1285.00,105.00,10.00,265.00,2.30,38000.00,42800.00,17955.00,15605.00,2110.00,245.00,17960.00,2435.00,1850.00,13670.00,1880.00,1490.00,235.00,160.00,0.00,7885.00,5615.00,2270.00,0.00,7885.00,935.00,6955.00,7885.00,2185.00,2800.00,975.00,600.00,235.00,400.00,435.00,255.00,7725.00,6495.00,1220.00,2270.00,17.00,31.00,16.30,870.00,957.00,8335.00,6370.00,1160.00,420.00,120.00,260.00,9030.00,9515.00
"S9V","S9V",33.20,3440.00,105.00,760.00,45.00,810.00,65.00,0.00,180.00,2.70,40000.00,44800.00,14325.00,11790.00,2445.00,95.00,14330.00,2580.00,1325.00,10420.00,2375.00,1890.00,415.00,65.00,0.00,5405.00,3485.00,1915.00,0.00,5405.00,700.00,4710.00,5405.00,500.00,1390.00,705.00,395.00,365.00,755.00,980.00,320.00,5220.00,4180.00,1040.00,1905.00,14.70,27.70,17.60,1100.00,1168.00,6585.00,3790.00,1735.00,505.00,210.00,340.00,7275.00,7190.00
"S9X","S9X",34.40,2100.00,180.00,175.00,70.00,160.00,0.00,10.00,155.00,2.70,36800.00,40400.00,7745.00,7185.00,430.00,130.00,7745.00,590.00,505.00,6655.00,385.00,315.00,70.00,0.00,0.00,2850.00,1860.00,845.00,155.00,2850.00,80.00,2775.00,2850.00,440.00,945.00,395.00,500.00,150.00,160.00,135.00,125.00,2475.00,2160.00,315.00,835.00,23.40,19.90,14.70,950.00,1016.00,3165.00,1925.00,890.00,185.00,65.00,105.00,3895.00,4005.00
"T0A","T0A",40.40,18455.00,480.00,390.00,160.00,805.00,5.00,30.00,1835.00,2.60,37200.00,40800.00,56650.00,53425.00,3025.00,200.00,56650.00,3485.00,6805.00,46360.00,2190.00,1275.00,760.00,115.00,35.00,22045.00,17025.00,4105.00,915.00,22045.00,535.00,21505.00,22045.00,2730.00,6885.00,3445.00,3045.00,1325.00,1955.00,1850.00,810.00,19215.00,16035.00,3185.00,4050.00,13.30,26.30,20.80,1100.00,1129.00,21465.00,8475.00,5510.00,3785.00,1585.00,2115.00,29630.00,28310.00
"T0B","T0B",43.20,21450.00,290.00,295.00,120.00,380.00,10.00,135.00,1920.00,2.40,37200.00,41200.00,60225.00,56195.00,3810.00,220.00,60220.00,4590.00,7820.00,47815.00,2870.00,1465.00,1105.00,250.00,50.00,24655.00,21075.00,3550.00,30.00,24655.00,305.00,24350.00,24655.00,6010.00,7705.00,3175.00,2240.00,1310.00,1925.00,1415.00,875.00,21250.00,17615.00,3635.00,3400.00,9.90,25.50,28.00,1000.00,1029.00,22120.00,7150.00,6095.00,4460.00,2240.00,2175.00,32220.00,30850.00
"T0C","T0C",42.40,20105.00,315.00,435.00,80.00,570.00,5.00,45.00,2460.00,2.50,34000.00,36800.00,60580.00,57370.00,3060.00,145.00,60575.00,3590.00,7235.00,49760.00,2070.00,1345.00,640.00,80.00,0.00,23830.00,18495.00,3700.00,1635.00,23830.00,470.00,23365.00,23830.00,4155.00,6715.00,3265.00,3310.00,1770.00,2020.00,1490.00,1110.00,19490.00,15805.00,3680.00,3590.00,7.50,31.10,23.60,1000.00,1070.00,20395.00,7535.00,5805.00,3610.00,1570.00,1870.00,31775.00,31040.00
"T0E","T0E",45.20,12495.00,285.00,480.00,85.00,740.00,0.00,35.00,1990.00,2.40,37200.00,40800.00,37945.00,34810.00,2840.00,295.00,37950.00,3340.00,5115.00,29500.00,1775.00,1195.00,510.00,65.00,0.00,15820.00,12730.00,2705.00,385.00,15820.00,690.00,15130.00,15820.00,1760.00,5220.00,2295.00,2175.00,975.00,1420.00,1180.00,795.00,14315.00,11830.00,2490.00,2655.00,9.40,24.30,20.20,1100.00,1128.00,14580.00,5275.00,3380.00,2540.00,1530.00,1855.00,20995.00,19350.00
"T0G","T0G",38.00,10925.00,280.00,420.00,65.00,600.00,0.00,20.00,2685.00,2.70,36400.00,39200.00,39455.00,36760.00,2485.00,215.00,39460.00,2840.00,3860.00,32755.00,2020.00,1420.00,500.00,95.00,0.00,14855.00,10225.00,3065.00,1565.00,14855.00,520.00,14335.00,14855.00,1270.00,3960.00,2330.00,2490.00,1110.00,1395.00,1505.00,800.00,11855.00,10005.00,1845.00,2880.00,15.10,21.00,20.00,1100.00,1117.00,14165.00,6770.00,3575.00,1510.00,935.00,1370.00,20710.00,19970.00
"T0H","T0H",34.80,22170.00,470.00,750.00,150.00,760.00,5.00,55.00,3815.00,2.80,37200.00,40000.00,78960.00,74525.00,4195.00,245.00,78965.00,5455.00,9220.00,64290.00,3190.00,1715.00,1235.00,190.00,50.00,28090.00,20965.00,4980.00,2145.00,28090.00,775.00,27315.00,28090.00,2765.00,7825.00,4345.00,4695.00,2245.00,2525.00,2020.00,1670.00,23060.00,19470.00,3590.00,4890.00,13.00,22.70,16.80,1030.00,1061.00,27845.00,13025.00,7425.00,3885.00,1325.00,2180.00,41625.00,39800.00
"T0J","T0J",40.40,15640.00,470.00,295.00,75.00,690.00,5.00,45.00,1000.00,2.50,36400.00,40000.00,45520.00,41620.00,3580.00,315.00,45515.00,4205.00,6435.00,34875.00,2675.00,1395.00,1085.00,160.00,45.00,18085.00,13790.00,3260.00,1035.00,18085.00,585.00,17500.00,18085.00,3680.00,5295.00,2035.00,2440.00,1270.00,1620.00,1055.00,695.00,15225.00,12580.00,2645.00,3145.00,9.90,28.00,12.60,1000.00,1036.00,16775.00,6780.00,5125.00,2885.00,870.00,1115.00,26150.00,24605.00
"T0K","T0K",36.80,16910.00,320.00,370.00,215.00,335.00,5.00,70.00,855.00,2.80,33600.00,36000.00,52855.00,45905.00,6550.00,395.00,52850.00,8375.00,11270.00,33210.00,4915.00,1410.00,3225.00,200.00,80.00,19085.00,15000.00,3605.00,485.00,19085.00,500.00,18585.00,19085.00,5170.00,5705.00,2120.00,1990.00,825.00,1340.00,965.00,970.00,16795.00,14330.00,2470.00,3455.00,10.60,24.70,14.40,980.00,967.00,17865.00,8275.00,4640.00,2840.00,880.00,1230.00,29635.00,29455.00
"T0L","T0L",43.60,15775.00,750.00,505.00,210.00,670.00,20.00,35.00,910.00,2.50,35600.00,38800.00,47565.00,42280.00,4935.00,355.00,47565.00,5805.00,7880.00,33885.00,3435.00,2145.00,1085.00,155.00,45.00,18815.00,14615.00,3455.00,750.00,18815.00,990.00,17830.00,18815.00,3745.00,4790.00,2170.00,2740.00,1255.00,1845.00,1285.00,980.00,16465.00,13310.00,3155.00,3290.00,9.70,31.80,16.10,1080.00,1177.00,16545.00,6355.00,4440.00,2745.00,1525.00,1475.00,25985.00,26050.00
"T0M","T0M",43.20,20200.00,1030.00,850.00,120.00,660.00,5.00,70.00,3125.00,2.50,37200.00,41200.00,63850.00,59125.00,4330.00,400.00,63850.00,5250.00,8290.00,50300.00,2870.00,1770.00,995.00,80.00,30.00,25845.00,21245.00,4600.00,0.00,25845.00,920.00,24925.00,25845.00,3875.00,6745.00,2885.00,4445.00,1875.00,2560.00,1890.00,1570.00,23520.00,19230.00,4290.00,4515.00,6.10,30.30,15.80,1130.00,1148.00,24335.00,8130.00,6740.00,4270.00,2550.00,2640.00,33675.00,32690.00
"T0P","T0P",33.20,860.00,55.00,35.00,15.00,35.00,0.00,0.00,120.00,2.70,35600.00,38400.00,2905.00,2830.00,70.00,0.00,2900.00,85.00,110.00,2710.00,55.00,40.00,15.00,0.00,0.00,1080.00,460.00,265.00,360.00,1080.00,45.00,1040.00,1080.00,20.00,160.00,170.00,165.00,150.00,155.00,125.00,135.00,665.00,540.00,130.00,250.00,30.00,22.40,30.60,790.00,910.00,990.00,595.00,130.00,85.00,70.00,110.00,1590.00,1490.00
"T1A","T1A",45.20,7025.00,385.00,600.00,430.00,2430.00,135.00,25.00,410.00,2.10,32800.00,35600.00,23580.00,21135.00,2115.00,330.00,23580.00,2585.00,3455.00,17540.00,1490.00,645.00,485.00,350.00,0.00,11360.00,7065.00,4295.00,0.00,11360.00,1195.00,10165.00,11360.00,4460.00,4205.00,695.00,795.00,495.00,345.00,210.00,150.00,11210.00,8530.00,2680.00,4290.00,10.80,38.80,24.40,1000.00,1048.00,9345.00,5470.00,2805.00,465.00,215.00,395.00,12165.00,12820.00
"T1B","T1B",41.60,9255.00,860.00,935.00,40.00,1755.00,0.00,0.00,435.00,2.50,39200.00,43200.00,32875.00,29220.00,3405.00,245.00,32870.00,3860.00,4680.00,24335.00,2790.00,1340.00,765.00,680.00,10.00,13310.00,10510.00,2795.00,0.00,13310.00,1765.00,11550.00,13310.00,275.00,3520.00,2265.00,2515.00,1425.00,1805.00,935.00,575.00,13190.00,11080.00,2110.00,2790.00,13.10,32.30,15.70,1150.00,1172.00,13105.00,7425.00,4045.00,575.00,335.00,715.00,16120.00,16875.00
"T1C","T1C",39.60,2375.00,310.00,190.00,15.00,910.00,95.00,0.00,65.00,2.40,41200.00,46000.00,9335.00,8545.00,770.00,25.00,9335.00,865.00,1265.00,7205.00,625.00,310.00,195.00,120.00,0.00,3990.00,3040.00,950.00,0.00,3990.00,865.00,3120.00,3990.00,75.00,965.00,235.00,800.00,670.00,775.00,290.00,180.00,3980.00,3290.00,690.00,950.00,9.50,31.60,15.20,1100.00,1126.00,4235.00,1855.00,1750.00,280.00,65.00,275.00,4630.00,4775.00
"T1G","T1G",35.60,2985.00,205.00,75.00,120.00,425.00,0.00,5.00,150.00,2.70,36400.00,39600.00,10725.00,8740.00,1900.00,85.00,10725.00,2230.00,2685.00,5815.00,1635.00,620.00,960.00,40.00,10.00,4020.00,2995.00,1030.00,0.00,4020.00,245.00,3775.00,4020.00,885.00,1390.00,550.00,460.00,195.00,185.00,200.00,160.00,3910.00,3295.00,615.00,1020.00,14.20,25.60,5.50,1010.00,1040.00,4485.00,3020.00,795.00,350.00,175.00,150.00,5480.00,5545.00
"T1H","T1H",39.60,7400.00,925.00,765.00,895.00,1200.00,0.00,5.00,235.00,2.40,35600.00,38800.00,27355.00,22010.00,5095.00,250.00,27350.00,5580.00,5010.00,16760.00,4270.00,1700.00,895.00,1660.00,15.00,11395.00,8020.00,3375.00,0.00,11395.00,805.00,10590.00,11395.00,2520.00,4080.00,900.00,850.00,800.00,870.00,705.00,670.00,11365.00,9190.00,2180.00,3370.00,12.90,31.70,21.40,1170.00,1173.00,12080.00,7270.00,3565.00,725.00,275.00,240.00,13770.00,14040.00
"T1J","T1J",35.60,5920.00,545.00,780.00,1050.00,1845.00,495.00,5.00,100.00,2.30,37200.00,41200.00,25000.00,20790.00,3695.00,525.00,25000.00,4515.00,4385.00,16100.00,2915.00,1715.00,665.00,485.00,45.00,10790.00,6625.00,4165.00,0.00,10790.00,1610.00,9175.00,10790.00,2830.00,1570.00,535.00,830.00,460.00,1285.00,1505.00,1760.00,10655.00,8090.00,2575.00,4150.00,13.00,38.70,21.60,1100.00,1140.00,10680.00,5040.00,4245.00,725.00,285.00,380.00,12915.00,13305.00
"T1K","T1K",39.20,12730.00,1030.00,940.00,1100.00,2400.00,330.00,0.00,465.00,2.50,37600.00,41600.00,46520.00,39900.00,5960.00,665.00,46525.00,7180.00,8285.00,31060.00,4315.00,2340.00,1055.00,880.00,45.00,18990.00,13520.00,5475.00,0.00,18990.00,2160.00,16830.00,18990.00,2045.00,5350.00,2705.00,3330.00,2260.00,1490.00,1025.00,790.00,18885.00,15240.00,3645.00,5470.00,9.70,37.20,20.90,1130.00,1201.00,18915.00,9450.00,7010.00,1365.00,395.00,690.00,23210.00,24045.00
"T1L","T1L",37.20,290.00,225.00,285.00,495.00,1250.00,0.00,20.00,0.00,2.40,36400.00,40800.00,5905.00,3755.00,1605.00,545.00,5905.00,2215.00,1135.00,2555.00,1395.00,925.00,440.00,25.00,0.00,2545.00,1110.00,1435.00,0.00,2545.00,1035.00,1510.00,2545.00,250.00,700.00,400.00,655.00,235.00,65.00,80.00,165.00,2545.00,1865.00,685.00,1435.00,13.60,31.70,10.40,1500.00,1486.00,3190.00,1995.00,880.00,190.00,60.00,55.00,3975.00,3390.00
"T1M","T1M",36.80,2875.00,125.00,120.00,40.00,160.00,0.00,5.00,290.00,2.70,38800.00,42800.00,9825.00,8660.00,1100.00,55.00,9820.00,1305.00,2120.00,6400.00,755.00,430.00,300.00,30.00,0.00,3620.00,2995.00,630.00,0.00,3620.00,185.00,3440.00,3620.00,445.00,1045.00,375.00,490.00,205.00,455.00,280.00,320.00,3505.00,3015.00,495.00,625.00,5.60,28.20,19.50,1210.00,1220.00,3920.00,1355.00,1880.00,410.00,115.00,160.00,5090.00,4965.00
"T1P","T1P",40.80,4115.00,700.00,560.00,60.00,735.00,0.00,0.00,335.00,2.60,38800.00,43200.00,16775.00,15275.00,1355.00,145.00,16775.00,1600.00,2335.00,12840.00,970.00,645.00,285.00,40.00,0.00,6475.00,5035.00,1435.00,0.00,6475.00,1030.00,5440.00,6475.00,290.00,1035.00,630.00,1530.00,950.00,1065.00,610.00,365.00,6305.00,5050.00,1260.00,1420.00,8.10,35.50,16.50,1330.00,1338.00,6710.00,2830.00,1035.00,1205.00,1085.00,555.00,8380.00,8655.00
"T1R","T1R",36.80,3435.00,400.00,565.00,185.00,795.00,0.00,0.00,585.00,2.80,40400.00,45200.00,17000.00,11040.00,5590.00,370.00,17000.00,6075.00,3010.00,7905.00,5340.00,2245.00,885.00,2190.00,15.00,6020.00,4135.00,1890.00,0.00,6020.00,585.00,5440.00,6020.00,520.00,2220.00,710.00,1145.00,515.00,550.00,230.00,130.00,5875.00,5020.00,855.00,1890.00,15.30,21.60,11.40,1050.00,1078.00,7605.00,5210.00,1650.00,300.00,100.00,340.00,8850.00,8310.00
"T1S","T1S",42.00,12585.00,635.00,650.00,120.00,960.00,0.00,10.00,155.00,2.80,44800.00,50800.00,43145.00,37225.00,5780.00,135.00,43145.00,6295.00,6755.00,30090.00,4425.00,3210.00,970.00,215.00,25.00,15180.00,13355.00,1825.00,0.00,15180.00,1830.00,13350.00,15180.00,465.00,1775.00,1225.00,2835.00,2440.00,3275.00,1955.00,1205.00,14935.00,12290.00,2645.00,1820.00,5.20,36.60,10.30,1500.00,1644.00,15595.00,4635.00,4275.00,4290.00,1455.00,935.00,21560.00,21950.00
"T1V","T1V",45.20,3445.00,1035.00,715.00,100.00,720.00,0.00,5.00,295.00,2.50,37200.00,41200.00,15405.00,12535.00,2720.00,150.00,15405.00,2990.00,2515.00,9900.00,2235.00,1710.00,355.00,155.00,10.00,6305.00,4850.00,1455.00,0.00,6305.00,1125.00,5175.00,6305.00,470.00,1115.00,780.00,1295.00,860.00,935.00,585.00,260.00,6175.00,4995.00,1185.00,1455.00,9.60,34.30,17.40,1270.00,1326.00,5965.00,2815.00,1335.00,835.00,615.00,370.00,7720.00,7985.00
"T1W","T1W",42.80,2895.00,575.00,1380.00,400.00,1710.00,255.00,10.00,10.00,2.30,44000.00,50400.00,16460.00,12500.00,3410.00,550.00,16455.00,4190.00,3055.00,9210.00,2725.00,1850.00,760.00,105.00,15.00,7195.00,4825.00,2365.00,0.00,7195.00,2920.00,4270.00,7195.00,130.00,815.00,1075.00,2350.00,900.00,825.00,345.00,755.00,7155.00,5375.00,1780.00,2370.00,12.00,36.60,6.20,1760.00,1762.00,6720.00,3665.00,1805.00,605.00,160.00,485.00,8495.00,8570.00
"T1X","T1X",38.80,6265.00,620.00,675.00,15.00,200.00,0.00,0.00,15.00,3.20,42800.00,48000.00,24945.00,17990.00,6835.00,125.00,24950.00,7145.00,6165.00,11635.00,5875.00,2345.00,2560.00,895.00,80.00,7775.00,7045.00,735.00,0.00,7775.00,970.00,6810.00,7775.00,125.00,430.00,310.00,1265.00,1690.00,1650.00,1475.00,845.00,7710.00,6185.00,1520.00,730.00,0.00,31.00,9.90,1720.00,1768.00,9110.00,1505.00,4205.00,2675.00,440.00,290.00,12605.00,12690.00
"T1Y","T1Y",38.40,10420.00,1745.00,2065.00,1315.00,1365.00,5.00,0.00,295.00,3.10,30600.00,32800.00,52590.00,27670.00,24050.00,865.00,52590.00,25350.00,14065.00,13170.00,21240.00,7665.00,8045.00,5325.00,205.00,17230.00,12505.00,4725.00,0.00,17230.00,2690.00,14545.00,17230.00,360.00,9860.00,3355.00,2725.00,575.00,155.00,65.00,125.00,17175.00,13485.00,3690.00,4730.00,13.00,31.10,23.20,1320.00,1334.00,19340.00,4195.00,8810.00,4310.00,870.00,1155.00,26565.00,26290.00
"T1Z","T1Z",43.60,755.00,0.00,0.00,5.00,0.00,0.00,0.00,10.00,3.50,34800.00,37600.00,2500.00,1610.00,860.00,30.00,2500.00,890.00,690.00,920.00,720.00,125.00,490.00,100.00,0.00,730.00,625.00,100.00,0.00,730.00,0.00,725.00,730.00,65.00,195.00,90.00,125.00,85.00,30.00,75.00,80.00,695.00,540.00,155.00,100.00,0.00,40.00,15.00,1310.00,1680.00,1055.00,175.00,510.00,265.00,85.00,20.00,1385.00,1325.00
"T2A","T2A",39.20,9215.00,1235.00,3100.00,2845.00,3745.00,125.00,0.00,755.00,2.70,30600.00,32800.00,57405.00,33330.00,23190.00,885.00,57405.00,24560.00,12155.00,20695.00,20925.00,7380.00,6895.00,6385.00,270.00,20995.00,12585.00,8415.00,0.00,20995.00,4035.00,16965.00,20995.00,1305.00,12745.00,2485.00,2355.00,610.00,475.00,585.00,435.00,20915.00,15535.00,5375.00,8410.00,9.60,32.80,23.70,1270.00,1284.00,21565.00,3790.00,11025.00,4280.00,1035.00,1440.00,29670.00,28090.00
"T2B","T2B",41.60,4800.00,710.00,935.00,925.00,1810.00,0.00,5.00,55.00,2.40,32800.00,35200.00,22355.00,15835.00,6295.00,230.00,22355.00,6715.00,4405.00,11235.00,5440.00,1930.00,1820.00,1580.00,115.00,9235.00,5700.00,3535.00,0.00,9235.00,1370.00,7865.00,9235.00,1140.00,4470.00,1440.00,1430.00,180.00,335.00,195.00,45.00,9200.00,6785.00,2415.00,3535.00,18.70,34.20,26.90,1150.00,1174.00,8485.00,2010.00,4195.00,1415.00,400.00,465.00,11650.00,10880.00
"T2C","T2C",43.20,5215.00,480.00,730.00,575.00,1080.00,5.00,0.00,140.00,2.40,40000.00,45200.00,19825.00,15755.00,3925.00,150.00,19825.00,4285.00,3745.00,11795.00,3010.00,1525.00,900.00,550.00,35.00,8275.00,6065.00,2210.00,0.00,8275.00,1205.00,7070.00,8275.00,915.00,2560.00,1730.00,1900.00,95.00,165.00,575.00,335.00,8260.00,6625.00,1635.00,2210.00,10.90,33.80,19.50,1380.00,1376.00,7720.00,2530.00,3700.00,1020.00,195.00,270.00,10190.00,9675.00
