"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59"
"E9E","E9E",51.20,1565.00,5.00,0.00,5.00,45.00,0.00,0.00,95.00,2.20,29200.00,31800.00,3580.00,3515.00,65.00,0.00,3580.00,80.00,105.00,3395.00,20.00,10.00,20.00,0.00,0.00,1650.00,1325.00,140.00,185.00,1650.00,15.00,1635.00,1650.00,385.00,480.00,280.00,235.00,110.00,60.00,50.00,40.00,1430.00,1350.00,80.00,135.00,14.80,14.80,14.80,600.00,600.00,1330.00,360.00,465.00,310.00,115.00,80.00,1985.00,1880.00
"E9G","E9G",48.80,1950.00,55.00,40.00,15.00,50.00,10.00,10.00,120.00,2.30,26600.00,28600.00,5230.00,5160.00,65.00,0.00,5235.00,110.00,120.00,5005.00,35.00,10.00,25.00,0.00,0.00,2240.00,1565.00,285.00,395.00,2240.00,75.00,2165.00,2240.00,435.00,635.00,385.00,335.00,120.00,100.00,95.00,135.00,1785.00,1680.00,105.00,270.00,11.10,20.40,17.00,560.00,600.00,1605.00,685.00,320.00,290.00,185.00,120.00,2680.00,2620.00
"E9H","E9H",53.60,1230.00,15.00,0.00,10.00,10.00,0.00,0.00,25.00,2.20,26800.00,29200.00,2860.00,2845.00,15.00,0.00,2860.00,15.00,45.00,2800.00,0.00,0.00,0.00,0.00,0.00,1285.00,1155.00,130.00,0.00,1285.00,30.00,1255.00,1285.00,255.00,445.00,245.00,170.00,80.00,40.00,20.00,35.00,1270.00,1175.00,100.00,125.00,0.00,0.00,0.00,468.00,450.00,900.00,270.00,385.00,110.00,65.00,60.00,1515.00,1420.00
"G0A","G0A",45.60,27775.00,2110.00,205.00,2270.00,3410.00,15.00,95.00,455.00,2.30,37600.00,42800.00,81620.00,79405.00,1885.00,330.00,81615.00,2560.00,2070.00,76990.00,1560.00,1005.00,450.00,90.00,15.00,36300.00,29535.00,6690.00,80.00,36300.00,1980.00,34320.00,36300.00,9580.00,8660.00,3980.00,3320.00,1815.00,3235.00,3390.00,2315.00,34785.00,31435.00,3345.00,6300.00,6.50,18.20,8.70,650.00,689.00,31925.00,9495.00,10795.00,7725.00,2630.00,1290.00,42680.00,40730.00
"G0C","G0C",54.00,17015.00,815.00,170.00,695.00,2395.00,5.00,95.00,475.00,2.10,30000.00,33200.00,45135.00,44515.00,560.00,65.00,45140.00,715.00,700.00,43720.00,410.00,205.00,180.00,25.00,0.00,21675.00,15615.00,5970.00,90.00,21675.00,925.00,20755.00,21675.00,7165.00,7435.00,2640.00,1735.00,500.00,765.00,775.00,660.00,21315.00,19425.00,1885.00,5955.00,15.00,16.10,7.70,560.00,565.00,16445.00,8950.00,4575.00,1735.00,560.00,620.00,22660.00,23300.00
"G0E","G0E",59.60,1990.00,90.00,55.00,40.00,120.00,0.00,15.00,15.00,2.00,27600.00,29800.00,4550.00,4495.00,45.00,0.00,4550.00,60.00,35.00,4455.00,15.00,10.00,0.00,0.00,0.00,2320.00,1900.00,425.00,0.00,2320.00,85.00,2235.00,2320.00,990.00,745.00,250.00,145.00,35.00,55.00,55.00,35.00,2305.00,2075.00,230.00,420.00,15.50,19.00,22.60,500.00,510.00,1465.00,860.00,220.00,170.00,65.00,145.00,2365.00,2265.00
"G0G","G0G",43.20,5290.00,625.00,95.00,135.00,225.00,225.00,5.00,360.00,2.30,38000.00,43200.00,16080.00,15800.00,280.00,0.00,16085.00,310.00,180.00,15590.00,240.00,155.00,85.00,0.00,0.00,6955.00,4895.00,1440.00,615.00,6955.00,250.00,6700.00,6955.00,985.00,2860.00,850.00,845.00,315.00,395.00,525.00,180.00,6145.00,5880.00,260.00,1370.00,16.80,6.60,5.20,540.00,546.00,7070.00,4140.00,1845.00,660.00,175.00,260.00,8355.00,7960.00
"G0H","G0H",49.60,4030.00,130.00,80.00,55.00,185.00,0.00,35.00,245.00,2.20,31800.00,34400.00,10450.00,10360.00,80.00,10.00,10455.00,100.00,80.00,10275.00,60.00,15.00,40.00,10.00,0.00,4775.00,3690.00,625.00,460.00,4775.00,135.00,4640.00,4775.00,845.00,2090.00,540.00,730.00,215.00,175.00,80.00,100.00,3930.00,3740.00,185.00,555.00,25.20,5.50,3.60,460.00,476.00,3930.00,1405.00,1695.00,545.00,105.00,175.00,5370.00,5170.00
"G0J","G0J",54.40,11515.00,330.00,90.00,445.00,1165.00,40.00,70.00,155.00,2.10,28000.00,30400.00,28460.00,28145.00,270.00,45.00,28460.00,365.00,340.00,27755.00,180.00,70.00,95.00,0.00,0.00,13830.00,11145.00,2690.00,0.00,13830.00,485.00,13350.00,13830.00,6435.00,3600.00,1795.00,875.00,255.00,305.00,375.00,195.00,13575.00,12440.00,1140.00,2660.00,16.40,12.80,13.00,488.00,502.00,9715.00,3910.00,3590.00,1335.00,380.00,500.00,14950.00,14055.00
"G0K","G0K",47.60,4480.00,115.00,95.00,135.00,370.00,0.00,50.00,155.00,2.20,32800.00,36800.00,11660.00,11550.00,95.00,10.00,11660.00,125.00,170.00,11365.00,90.00,30.00,60.00,0.00,0.00,5350.00,4425.00,930.00,0.00,5350.00,170.00,5180.00,5350.00,1930.00,1475.00,780.00,370.00,175.00,275.00,180.00,165.00,5215.00,4765.00,445.00,900.00,12.80,15.00,7.90,564.00,592.00,4500.00,1545.00,1770.00,800.00,180.00,200.00,6160.00,5565.00
"G0L","G0L",51.20,21770.00,725.00,145.00,930.00,3125.00,10.00,230.00,450.00,2.10,31400.00,34800.00,58690.00,57850.00,670.00,170.00,58690.00,985.00,905.00,56795.00,440.00,260.00,180.00,0.00,0.00,27415.00,21645.00,5770.00,0.00,27415.00,855.00,26560.00,27415.00,11720.00,7280.00,3020.00,1960.00,735.00,970.00,990.00,750.00,26790.00,24835.00,1960.00,5700.00,14.20,12.40,7.00,500.00,511.00,22920.00,10375.00,7510.00,3250.00,1020.00,760.00,30875.00,30065.00
"G0M","G0M",45.20,12495.00,440.00,95.00,355.00,1390.00,0.00,110.00,65.00,2.30,32000.00,35600.00,33870.00,32980.00,400.00,490.00,33870.00,1080.00,670.00,32115.00,295.00,170.00,110.00,10.00,0.00,14960.00,12065.00,2890.00,0.00,14960.00,645.00,14310.00,14960.00,5155.00,3960.00,1780.00,1495.00,580.00,640.00,740.00,605.00,14495.00,13670.00,820.00,2875.00,6.80,10.40,6.20,512.00,539.00,15120.00,6440.00,5020.00,2275.00,635.00,750.00,17900.00,16500.00
"G0N","G0N",50.00,7675.00,170.00,20.00,335.00,765.00,0.00,35.00,95.00,2.20,30600.00,33600.00,19605.00,19155.00,245.00,200.00,19600.00,505.00,330.00,18770.00,175.00,65.00,100.00,0.00,0.00,9060.00,7300.00,1760.00,0.00,9060.00,430.00,8630.00,9060.00,3045.00,2775.00,940.00,710.00,365.00,435.00,420.00,370.00,8750.00,7930.00,820.00,1735.00,10.40,16.50,3.80,500.00,549.00,7630.00,2655.00,2780.00,1425.00,290.00,485.00,10345.00,9645.00
"G0P","G0P",46.00,2685.00,25.00,5.00,50.00,130.00,0.00,10.00,30.00,2.30,30000.00,32800.00,6875.00,6740.00,110.00,30.00,6880.00,145.00,170.00,6560.00,80.00,50.00,25.00,0.00,0.00,2990.00,2525.00,475.00,0.00,2990.00,35.00,2955.00,2990.00,1005.00,745.00,365.00,310.00,150.00,165.00,115.00,145.00,2690.00,2425.00,265.00,440.00,8.00,15.90,10.20,572.00,562.00,2770.00,950.00,1160.00,460.00,90.00,110.00,3605.00,3180.00
"G0R","G0R",49.60,29685.00,1445.00,280.00,1500.00,4210.00,10.00,220.00,385.00,2.20,32800.00,36800.00,81745.00,80135.00,1065.00,545.00,81750.00,1825.00,1260.00,78665.00,885.00,465.00,295.00,110.00,10.00,37720.00,29555.00,8160.00,0.00,37720.00,1505.00,36215.00,37720.00,14425.00,9755.00,4290.00,2965.00,1320.00,1655.00,1975.00,1330.00,36605.00,33735.00,2870.00,8030.00,11.60,14.00,7.60,560.00,582.00,33775.00,14090.00,10490.00,5660.00,1950.00,1595.00,43265.00,41075.00
"G0S","G0S",42.00,23580.00,2155.00,205.00,860.00,3000.00,40.00,190.00,315.00,2.30,34800.00,39600.00,71050.00,69455.00,975.00,620.00,71050.00,1780.00,1285.00,67985.00,790.00,370.00,350.00,70.00,0.00,30370.00,24145.00,6220.00,0.00,30370.00,1310.00,29055.00,30370.00,8160.00,7565.00,3370.00,2615.00,1530.00,2150.00,2560.00,2425.00,29415.00,26905.00,2510.00,6020.00,9.10,15.40,5.80,645.00,659.00,31395.00,11390.00,9945.00,6395.00,2220.00,1440.00,37340.00,35155.00
"G0T","G0T",54.80,5080.00,315.00,105.00,330.00,575.00,5.00,35.00,55.00,2.10,30600.00,33600.00,13270.00,13075.00,145.00,55.00,13275.00,220.00,150.00,12900.00,115.00,50.00,70.00,0.00,0.00,6500.00,4960.00,1505.00,35.00,6500.00,300.00,6200.00,6500.00,1950.00,2315.00,780.00,685.00,175.00,225.00,180.00,185.00,6335.00,5785.00,550.00,1490.00,13.80,13.50,12.90,536.00,549.00,4875.00,2600.00,1185.00,585.00,100.00,400.00,6835.00,6725.00
"G0V","G0V",45.60,6415.00,605.00,155.00,345.00,475.00,0.00,20.00,50.00,2.30,34800.00,39200.00,18310.00,18115.00,145.00,50.00,18305.00,260.00,270.00,17770.00,135.00,60.00,55.00,20.00,0.00,8050.00,6550.00,1500.00,0.00,8050.00,270.00,7780.00,8050.00,1370.00,2695.00,1180.00,820.00,305.00,515.00,680.00,490.00,7970.00,7415.00,555.00,1500.00,15.30,9.00,4.00,592.00,591.00,7285.00,1870.00,2855.00,1570.00,540.00,460.00,9690.00,8685.00
"G0W","G0W",43.20,11755.00,830.00,280.00,940.00,1095.00,40.00,50.00,145.00,2.40,32800.00,36000.00,36425.00,36145.00,240.00,50.00,36430.00,370.00,335.00,35720.00,160.00,65.00,70.00,20.00,0.00,15220.00,11295.00,2840.00,1095.00,15220.00,550.00,14675.00,15220.00,3445.00,4250.00,2125.00,2010.00,755.00,870.00,995.00,760.00,12555.00,11460.00,1090.00,2355.00,16.30,14.90,11.30,500.00,546.00,14440.00,6550.00,4025.00,2135.00,745.00,985.00,18840.00,17700.00
"G0X","G0X",50.00,23335.00,630.00,150.00,995.00,2175.00,0.00,205.00,220.00,2.20,32000.00,35600.00,59540.00,58605.00,815.00,120.00,59540.00,1080.00,1020.00,57445.00,645.00,370.00,215.00,45.00,10.00,27585.00,22295.00,5045.00,245.00,27585.00,765.00,26815.00,27585.00,8730.00,7790.00,3385.00,2460.00,995.00,1655.00,1480.00,1090.00,26680.00,24310.00,2370.00,4925.00,11.00,15.90,5.30,540.00,606.00,22665.00,7045.00,8445.00,4610.00,1195.00,1375.00,31130.00,29360.00
"G0Y","G0Y",54.00,3905.00,50.00,10.00,130.00,210.00,0.00,5.00,50.00,2.10,30800.00,34000.00,9210.00,9045.00,160.00,0.00,9205.00,210.00,205.00,8795.00,105.00,55.00,45.00,0.00,0.00,4355.00,3745.00,605.00,0.00,4355.00,110.00,4240.00,4355.00,1475.00,995.00,635.00,470.00,210.00,265.00,135.00,165.00,4210.00,3845.00,365.00,595.00,10.90,16.90,17.10,480.00,516.00,3565.00,1340.00,1310.00,575.00,155.00,190.00,4910.00,4410.00
"G0Z","G0Z",43.20,3445.00,90.00,30.00,70.00,225.00,0.00,10.00,55.00,2.30,30400.00,33200.00,8980.00,8785.00,115.00,80.00,8975.00,200.00,185.00,8590.00,70.00,45.00,15.00,10.00,0.00,3925.00,3190.00,730.00,0.00,3925.00,85.00,3835.00,3925.00,1125.00,1335.00,420.00,325.00,110.00,215.00,190.00,200.00,3775.00,3415.00,355.00,725.00,13.10,15.30,5.60,512.00,574.00,3780.00,1265.00,1070.00,1005.00,245.00,200.00,4750.00,4225.00
"G1B","G1B",41.60,4795.00,655.00,20.00,550.00,335.00,0.00,0.00,260.00,2.50,41200.00,47600.00,16470.00,15700.00,750.00,20.00,16475.00,840.00,565.00,15065.00,685.00,420.00,105.00,155.00,0.00,6645.00,5810.00,835.00,0.00,6645.00,240.00,6405.00,6645.00,400.00,1880.00,1445.00,1185.00,390.00,435.00,495.00,420.00,6640.00,6195.00,450.00,835.00,7.20,16.80,6.60,800.00,774.00,7185.00,1575.00,3730.00,1370.00,300.00,215.00,8395.00,8305.00
"G1C","G1C",49.20,8140.00,785.00,215.00,1565.00,5615.00,15.00,55.00,0.00,2.20,38400.00,44000.00,35610.00,33885.00,1605.00,120.00,35610.00,1845.00,1555.00,32215.00,1490.00,765.00,385.00,330.00,15.00,16420.00,11205.00,5215.00,0.00,16420.00,2760.00,13660.00,16420.00,2200.00,3860.00,3435.00,2610.00,1290.00,1140.00,865.00,1020.00,16400.00,14325.00,2075.00,5215.00,5.00,24.60,9.70,820.00,891.00,13890.00,4495.00,6555.00,1980.00,495.00,365.00,17380.00,18835.00
"G1E","G1E",45.20,3470.00,440.00,95.00,1615.00,7765.00,605.00,35.00,5.00,1.90,33600.00,37600.00,26765.00,24135.00,2250.00,375.00,26765.00,2775.00,1350.00,22640.00,2125.00,1140.00,535.00,430.00,15.00,13985.00,5795.00,8195.00,0.00,13985.00,2240.00,11750.00,13985.00,3440.00,4885.00,1495.00,835.00,330.00,765.00,1360.00,875.00,13930.00,11560.00,2370.00,8195.00,9.70,21.40,10.00,785.00,840.00,10270.00,3590.00,4655.00,1355.00,290.00,375.00,13325.00,14425.00
"G1G","G1G",44.80,5925.00,780.00,130.00,510.00,3205.00,635.00,20.00,0.00,2.20,37600.00,43200.00,24590.00,22560.00,1850.00,175.00,24585.00,2125.00,1090.00,21375.00,1725.00,945.00,330.00,435.00,15.00,11205.00,7800.00,3405.00,0.00,11205.00,1595.00,9610.00,11205.00,1155.00,5995.00,1295.00,580.00,315.00,940.00,620.00,315.00,11190.00,9900.00,1290.00,3405.00,11.60,22.70,10.70,785.00,813.00,8985.00,2450.00,4560.00,1335.00,370.00,260.00,12395.00,12575.00
"G1H","G1H",48.00,3980.00,255.00,325.00,1060.00,7250.00,2035.00,35.00,0.00,1.90,34000.00,38400.00,28305.00,25065.00,2840.00,395.00,28305.00,3395.00,1550.00,23365.00,2670.00,1435.00,610.00,625.00,10.00,14925.00,5960.00,8970.00,0.00,14925.00,2325.00,12605.00,14925.00,2645.00,6365.00,2365.00,1170.00,715.00,380.00,470.00,815.00,14885.00,12155.00,2735.00,8975.00,6.50,23.60,9.40,820.00,882.00,10700.00,4150.00,4650.00,1200.00,365.00,340.00,14220.00,15400.00
"G1J","G1J",40.00,745.00,45.00,160.00,1355.00,9435.00,1400.00,85.00,5.00,1.70,29200.00,32000.00,22690.00,19180.00,2840.00,675.00,22695.00,3680.00,1410.00,17600.00,2710.00,960.00,610.00,1130.00,15.00,13225.00,2850.00,10375.00,0.00,13225.00,1560.00,11665.00,13225.00,5345.00,3800.00,1265.00,915.00,260.00,485.00,560.00,595.00,13170.00,9905.00,3265.00,10370.00,15.40,26.60,12.60,760.00,858.00,8425.00,2770.00,3790.00,1140.00,470.00,260.00,11425.00,11900.00
"G1K","G1K",39.60,150.00,20.00,90.00,945.00,7895.00,2045.00,280.00,0.00,1.60,30600.00,34000.00,18190.00,15290.00,2060.00,840.00,18190.00,3065.00,1255.00,13870.00,1945.00,750.00,355.00,840.00,0.00,11465.00,3000.00,8470.00,0.00,11465.00,2590.00,8880.00,11465.00,5365.00,2150.00,1375.00,865.00,335.00,300.00,435.00,640.00,11380.00,9260.00,2120.00,8465.00,21.60,19.70,10.50,725.00,761.00,6635.00,2200.00,3115.00,835.00,290.00,200.00,9995.00,8915.00
"G1L","G1L",39.60,695.00,30.00,40.00,1405.00,9990.00,550.00,55.00,5.00,1.70,29800.00,32800.00,21665.00,18640.00,2285.00,735.00,21660.00,3215.00,1420.00,17030.00,2195.00,1025.00,525.00,640.00,10.00,12775.00,2565.00,10210.00,0.00,12775.00,1390.00,11390.00,12775.00,5550.00,4090.00,1165.00,920.00,335.00,255.00,190.00,265.00,12700.00,10160.00,2545.00,10210.00,11.80,21.80,14.00,750.00,762.00,8405.00,2950.00,3675.00,1165.00,395.00,220.00,10855.00,11170.00
"G1M","G1M",47.20,800.00,635.00,655.00,945.00,6375.00,570.00,40.00,0.00,1.90,32000.00,35600.00,19235.00,16735.00,2115.00,390.00,19240.00,2600.00,1040.00,15600.00,2015.00,795.00,350.00,875.00,0.00,10025.00,3310.00,6715.00,0.00,10025.00,2175.00,7850.00,10025.00,1590.00,2975.00,1395.00,1365.00,940.00,715.00,320.00,725.00,10010.00,8270.00,1740.00,6715.00,12.30,21.00,11.50,795.00,869.00,7445.00,3120.00,3290.00,690.00,195.00,145.00,9685.00,11085.00
"G1N","G1N",38.40,350.00,25.00,15.00,730.00,3630.00,160.00,90.00,0.00,1.60,28800.00,31600.00,8115.00,7260.00,575.00,280.00,8120.00,935.00,465.00,6715.00,565.00,265.00,125.00,170.00,0.00,4970.00,1110.00,3860.00,0.00,4970.00,455.00,4515.00,4970.00,2485.00,950.00,335.00,280.00,120.00,190.00,165.00,435.00,4955.00,3925.00,1030.00,3860.00,14.90,21.20,12.30,720.00,751.00,3345.00,1230.00,1520.00,415.00,120.00,50.00,4345.00,4055.00
"G1P","G1P",43.20,2555.00,640.00,185.00,470.00,4200.00,0.00,10.00,0.00,2.00,34000.00,38400.00,16105.00,14085.00,1470.00,545.00,16105.00,2105.00,715.00,13285.00,1410.00,815.00,300.00,275.00,0.00,8090.00,3585.00,4505.00,0.00,8090.00,705.00,7390.00,8090.00,1210.00,3765.00,1255.00,860.00,310.00,370.00,210.00,110.00,8075.00,6585.00,1500.00,4505.00,12.30,28.30,10.00,820.00,959.00,6415.00,2690.00,2750.00,625.00,215.00,135.00,8165.00,8375.00
"G1R","G1R",44.80,60.00,40.00,45.00,100.00,7400.00,2690.00,130.00,0.00,1.50,34000.00,38800.00,15840.00,13285.00,1545.00,1010.00,15840.00,2770.00,1135.00,11940.00,1330.00,810.00,375.00,140.00,0.00,10370.00,2780.00,7590.00,0.00,10370.00,2705.00,7665.00,10370.00,5995.00,1785.00,870.00,595.00,140.00,210.00,390.00,380.00,10270.00,7640.00,2630.00,7585.00,13.20,28.80,10.10,840.00,949.00,5035.00,1790.00,2315.00,600.00,170.00,160.00,8040.00,8385.00
"G1S","G1S",51.60,1330.00,235.00,230.00,655.00,7040.00,4130.00,40.00,5.00,1.80,40000.00,46800.00,24375.00,20730.00,2575.00,1075.00,24375.00,3955.00,1755.00,18670.00,2270.00,1510.00,610.00,135.00,0.00,13745.00,6005.00,7735.00,0.00,13745.00,4675.00,9065.00,13745.00,5795.00,3590.00,2140.00,745.00,255.00,205.00,450.00,565.00,13680.00,10760.00,2920.00,7735.00,7.30,28.50,8.30,980.00,1048.00,7095.00,2165.00,3635.00,875.00,215.00,200.00,11670.00,14245.00
"G1T","G1T",51.20,1580.00,105.00,210.00,180.00,330.00,385.00,5.00,0.00,2.30,53600.00,65500.00,6440.00,5760.00,530.00,155.00,6445.00,790.00,450.00,5200.00,395.00,250.00,95.00,50.00,0.00,2785.00,2200.00,580.00,0.00,2785.00,530.00,2250.00,2785.00,1140.00,590.00,385.00,175.00,40.00,55.00,85.00,310.00,2770.00,2420.00,350.00,585.00,0.00,26.10,9.80,950.00,1116.00,1970.00,755.00,970.00,155.00,60.00,35.00,3260.00,3540.00
"G1V","G1V",32.80,1315.00,90.00,40.00,390.00,6575.00,3840.00,20.00,0.00,1.70,28600.00,31200.00,21180.00,15460.00,3070.00,2655.00,21180.00,5960.00,1580.00,13645.00,2910.00,1775.00,675.00,435.00,25.00,12210.00,3125.00,9085.00,0.00,12210.00,3510.00,8700.00,12210.00,2000.00,3530.00,1745.00,1130.00,800.00,510.00,775.00,1725.00,12020.00,8560.00,3460.00,9085.00,5.60,33.60,6.80,930.00,1018.00,7490.00,2795.00,3195.00,990.00,275.00,230.00,11740.00,11895.00
"G1W","G1W",43.20,3295.00,490.00,265.00,180.00,4930.00,1305.00,10.00,5.00,2.10,39200.00,45600.00,21600.00,16945.00,3555.00,1100.00,21600.00,4910.00,1990.00,14705.00,3295.00,2145.00,735.00,390.00,25.00,10470.00,5620.00,4850.00,0.00,10470.00,2480.00,7995.00,10470.00,2045.00,3965.00,1765.00,830.00,505.00,400.00,485.00,475.00,10435.00,8950.00,1485.00,4855.00,5.60,23.90,8.80,880.00,935.00,6970.00,2440.00,3015.00,1040.00,295.00,180.00,10660.00,11840.00
"G1X","G1X",43.20,3835.00,600.00,450.00,150.00,5915.00,2005.00,40.00,0.00,2.00,37200.00,42800.00,26275.00,20940.00,3915.00,1420.00,26275.00,5550.00,2015.00,18710.00,3680.00,2430.00,635.00,615.00,0.00,13015.00,6390.00,6625.00,0.00,13015.00,2640.00,10375.00,13015.00,1505.00,4430.00,2455.00,2115.00,1020.00,575.00,420.00,500.00,12970.00,10775.00,2195.00,6625.00,6.90,24.90,8.60,890.00,936.00,8650.00,3245.00,3920.00,970.00,290.00,230.00,12740.00,14005.00
"G1Y","G1Y",49.60,3330.00,675.00,215.00,85.00,1110.00,55.00,10.00,5.00,2.30,46800.00,56800.00,12685.00,11750.00,825.00,115.00,12690.00,1045.00,730.00,10915.00,660.00,450.00,180.00,15.00,10.00,5490.00,4540.00,950.00,0.00,5490.00,550.00,4935.00,5490.00,270.00,2010.00,2010.00,515.00,245.00,105.00,45.00,285.00,5485.00,4945.00,540.00,950.00,12.10,33.90,4.50,970.00,1308.00,3615.00,1005.00,1930.00,465.00,130.00,90.00,6110.00,6625.00
"G2A","G2A",42.80,4005.00,465.00,155.00,465.00,1415.00,0.00,15.00,5.00,2.30,40400.00,47200.00,15150.00,14415.00,640.00,95.00,15145.00,840.00,610.00,13695.00,605.00,315.00,225.00,70.00,0.00,6510.00,4920.00,1590.00,0.00,6510.00,590.00,5920.00,6510.00,810.00,3020.00,650.00,495.00,315.00,475.00,490.00,245.00,6495.00,5890.00,600.00,1590.00,6.00,20.60,8.40,830.00,884.00,6055.00,1625.00,3100.00,920.00,250.00,160.00,7660.00,7690.00
"G2B","G2B",43.60,4670.00,1100.00,470.00,615.00,4165.00,210.00,25.00,0.00,2.20,38000.00,43600.00,24450.00,22995.00,1340.00,110.00,24450.00,1550.00,1100.00,21800.00,1265.00,820.00,240.00,195.00,0.00,11285.00,6645.00,4645.00,0.00,11285.00,1005.00,10280.00,11285.00,1145.00,4000.00,1780.00,1210.00,495.00,1065.00,890.00,695.00,11255.00,9765.00,1485.00,4640.00,14.80,24.20,8.40,820.00,904.00,9455.00,2710.00,4905.00,1270.00,370.00,200.00,12130.00,12805.00
"G2C","G2C",45.20,1505.00,545.00,440.00,200.00,2860.00,360.00,0.00,0.00,2.00,40800.00,47200.00,12025.00,10990.00,840.00,205.00,12025.00,1110.00,630.00,10280.00,770.00,500.00,160.00,110.00,0.00,5950.00,3235.00,2715.00,0.00,5950.00,1985.00,3970.00,5950.00,130.00,715.00,940.00,740.00,455.00,1700.00,855.00,425.00,5940.00,5025.00,915.00,2715.00,7.90,24.40,7.40,1030.00,1048.00,4580.00,1575.00,2210.00,610.00,115.00,70.00,5870.00,6415.00
"G2E","G2E",47.60,5345.00,1005.00,120.00,605.00,1970.00,0.00,50.00,20.00,2.30,39600.00,45600.00,20550.00,19330.00,1140.00,90.00,20555.00,1365.00,860.00,18330.00,1010.00,585.00,240.00,180.00,0.00,9140.00,6750.00,2390.00,0.00,9140.00,580.00,8560.00,9140.00,825.00,4235.00,1505.00,1100.00,585.00,190.00,275.00,425.00,9130.00,8140.00,990.00,2395.00,11.50,25.50,8.70,830.00,978.00,8020.00,3125.00,3765.00,795.00,210.00,130.00,10235.00,10820.00
"G2G","G2G",44.40,2440.00,530.00,335.00,285.00,820.00,0.00,5.00,355.00,2.30,40800.00,47600.00,10810.00,9830.00,900.00,85.00,10815.00,1040.00,550.00,9220.00,850.00,505.00,235.00,110.00,0.00,4780.00,3990.00,785.00,0.00,4780.00,735.00,4045.00,4780.00,430.00,1310.00,1130.00,765.00,250.00,180.00,485.00,235.00,4755.00,4360.00,395.00,785.00,9.60,11.50,5.10,860.00,854.00,4395.00,1480.00,2320.00,425.00,85.00,80.00,5350.00,5440.00
"G2J","G2J",56.00,245.00,35.00,45.00,10.00,1440.00,0.00,0.00,0.00,1.70,37600.00,44000.00,3065.00,2720.00,275.00,65.00,3070.00,365.00,180.00,2520.00,255.00,150.00,80.00,30.00,0.00,1795.00,825.00,970.00,0.00,1795.00,910.00,885.00,1795.00,25.00,145.00,490.00,655.00,190.00,100.00,15.00,175.00,1795.00,1520.00,270.00,970.00,0.00,19.60,4.70,920.00,1018.00,1075.00,495.00,445.00,80.00,35.00,10.00,1455.00,1770.00
"G2K","G2K",52.40,1465.00,345.00,630.00,180.00,3710.00,95.00,15.00,0.00,1.90,42400.00,50000.00,12205.00,11405.00,705.00,95.00,12210.00,855.00,415.00,10935.00,640.00,385.00,185.00,65.00,10.00,6365.00,3875.00,2490.00,0.00,6365.00,2750.00,3615.00,6365.00,210.00,900.00,1205.00,930.00,355.00,595.00,1030.00,1135.00,6350.00,5415.00,935.00,2490.00,1.40,22.00,3.90,1180.00,1282.00,4455.00,1730.00,2060.00,455.00,125.00,90.00,5995.00,6850.00
"G2L","G2L",46.00,2590.00,475.00,200.00,465.00,2690.00,240.00,15.00,0.00,2.20,40400.00,47200.00,14510.00,13690.00,770.00,55.00,14510.00,860.00,620.00,13025.00,670.00,410.00,165.00,85.00,10.00,6670.00,4835.00,1835.00,0.00,6670.00,1960.00,4715.00,6670.00,145.00,1145.00,1125.00,1500.00,830.00,835.00,545.00,545.00,6660.00,5810.00,850.00,1835.00,19.10,24.90,7.90,940.00,1056.00,5295.00,1665.00,2535.00,795.00,200.00,105.00,6865.00,7745.00
"G2M","G2M",41.20,1360.00,280.00,180.00,135.00,200.00,0.00,0.00,105.00,2.50,43200.00,50800.00,5485.00,5225.00,245.00,0.00,5485.00,280.00,240.00,4960.00,215.00,155.00,55.00,10.00,0.00,2245.00,1925.00,315.00,0.00,2245.00,180.00,2060.00,2245.00,165.00,750.00,410.00,140.00,155.00,240.00,230.00,160.00,2240.00,2070.00,175.00,315.00,0.00,19.00,7.90,860.00,910.00,2145.00,455.00,1195.00,405.00,50.00,40.00,2765.00,2860.00
"G2N","G2N",39.20,1920.00,665.00,125.00,335.00,335.00,0.00,5.00,110.00,2.40,41200.00,47600.00,8450.00,7880.00,520.00,55.00,8450.00,600.00,330.00,7525.00,495.00,315.00,90.00,95.00,0.00,3495.00,2850.00,640.00,0.00,3495.00,335.00,3160.00,3495.00,455.00,925.00,410.00,420.00,315.00,460.00,255.00,250.00,3480.00,3150.00,335.00,640.00,5.50,20.50,11.20,795.00,832.00,3750.00,1005.00,1905.00,530.00,180.00,120.00,4235.00,4250.00
"G3A","G3A",48.40,5390.00,380.00,85.00,235.00,650.00,1510.00,30.00,10.00,2.40,45200.00,54000.00,19590.00,18860.00,645.00,75.00,19585.00,845.00,800.00,17950.00,570.00,340.00,170.00,55.00,0.00,8290.00,6740.00,1550.00,0.00,8290.00,1690.00,6595.00,8290.00,510.00,1770.00,1590.00,1360.00,620.00,580.00,930.00,930.00,8245.00,7345.00,905.00,1550.00,8.40,30.60,5.00,1100.00,1320.00,7365.00,2280.00,3635.00,1120.00,150.00,185.00,10045.00,10190.00
